date,coin,price,volume,market_cap,sentiment_score,search_interest,daily_return,volatility_7d
2025-02-01,BITCOIN,102382.39409722164,37187819228.35328,2028504133577.489,-0.058245776683,22,-0.02289639968370427,0.01658785309276111
2025-02-02,BITCOIN,100674.78762544956,22827776122.48367,1996423711261.7268,0.052438766882,31,-0.0166787120659686,0.01724693461087677
2025-02-03,BITCOIN,97568.31653024876,59784234332.21204,1933691439792.2544,0.029274479219,47,-0.0308564951411483,0.01897422570758427
2025-02-04,BITCOIN,101466.8606657039,122163969235.23686,2011121374511.8835,0.005304715403,32,0.0399570708411936,0.02600931994100816
2025-02-05,BITCOIN,98118.43921664466,73196693057.98114,1943535291172.1597,0.010956348814,29,-0.03300014829562003,0.02882360820539799
2025-02-06,BITCOIN,96582.88682919052,48848958931.79228,1912584628590.309,0.049643428426,28,-0.01564998790964922,0.02617953608566703
2025-02-07,BITCOIN,96635.41875332213,44462180396.17251,1915093756057.5637,-0.020977652414,26,5.439050939168855e-4,0.02517673941888991
2025-02-08,BITCOIN,96558.4563096667,57077722340.22422,1911296376425.356,0.080419423414,21,-7.964206566111187e-4,0.0248529228123452
2025-02-09,BITCOIN,96558.23762501092,20760850644.84597,1914211835440.1184,-0.007547202716,21,-2.2647903057393393e-6,0.02468876951986189
2025-02-10,BITCOIN,96548.57865379583,25457107581.051964,1913068773356.083,0.069765684048,21,-1.0003259641677698e-4,0.02205955831329323
2025-02-11,BITCOIN,97399.98161383196,37054987393.57789,1930742951090.367,-0.024359869073,22,0.00881838937359291,0.01403523849742894
2025-02-12,BITCOIN,95739.9773707924,36454577154.5622,1898788887978.3252,0.013194494977,22,-0.01704316793016569,0.0094006055958277
2025-02-13,BITCOIN,97836.18856127484,47115618235.19051,1936842454813.9983,0.046929373436,21,0.02189483691189941,0.01171345104396527
2025-02-14,BITCOIN,96561.6639990985,29084371910.690556,1914315097486.3865,0.052890448652,23,-0.01302712810994366,0.01302535006037903
2025-02-15,BITCOIN,97488.48148536457,32289906944.92862,1931656846871.4856,-0.007281113916,17,0.00959819298758901,0.01350786019272233
2025-02-16,BITCOIN,97569.95169430463,14215311318.346336,1934308378710.286,0.021263318666,17,8.356906138937692e-4,0.01349656987467914
2025-02-17,BITCOIN,96149.3484548204,13634794998.739267,1905012222220.3691,0.058626480504,20,-0.01455984362824247,0.01483466198590957
2025-02-18,BITCOIN,95776.15723852724,25324374113.08163,1898997753781.9536,0.078874131713,23,-0.00388137020469281,0.01427133187928881
2025-02-19,BITCOIN,95495.89153299289,38311133144.729355,1892702154844.508,-0.02257340226,21,-0.00292625757406794,0.01276010062938879
2025-02-20,BITCOIN,96554.87156259285,27703222487.389572,1914337919659.5537,0.032312023432,24,0.01108927318861785,0.00997873638386973
2025-02-21,BITCOIN,98384.31738240314,24175261969.81266,1950376106325.3228,-0.003626358398,23,0.01894721405770116,0.01124187198390106
2025-02-22,BITCOIN,96135.15541305284,42477472950.92155,1906058197506.3809,0.074939842068,17,-0.02286098058299446,0.01423273505492937
2025-02-23,BITCOIN,96564.15414290236,18464415570.762142,1915260330870.798,0.06083328595,16,0.00446245421881585,0.01441411667146955
2025-02-24,BITCOIN,96327.46309127836,16643044374.983364,1909625674815.4763,0.025017517366,23,-0.00245112747815023,0.01324974349013174
2025-02-25,BITCOIN,91396.76686930266,45539703844.38777,1814176779160.4363,0.017467341762,43,-0.05118681696520377,0.02370242571406159
2025-02-26,BITCOIN,88755.7693356979,96742453402.56294,1759750360550.3335,0.008827462698,37,-0.02889596234165903,0.02505842551470533
2025-02-27,BITCOIN,83900.11496524839,69277430795.68657,1664314955447.7466,0.042020935136,36,-0.05470804215649505,0.02794723331636902
2025-02-28,BITCOIN,84709.14477847965,81960688217.70384,1679555320077.2097,-0.023426641863,42,0.00964277359532062,0.02596317520478289
2025-03-01,BITCOIN,84441.9012237131,80695237175.07367,1674754437110.342,-0.003660057645,26,-0.00315483712491038,0.02676560638180433
2025-03-02,BITCOIN,86005.25629681018,30634474722.6359,1705564098300.8235,0.165360952057,74,0.01851397292625223,0.02915492682744433
2025-03-03,BITCOIN,94261.5328653844,61859112550.80991,1868321705444.488,-0.002638715605,95,0.09599734858159392,0.05177202992430944
2025-03-04,BITCOIN,86124.71418722175,68715362745.4567,1708198960874.3418,0.023649303772,89,-0.08632173094175011,0.05859267659080249
2025-03-05,BITCOIN,87310.80531078295,65863356680.42408,1731441668069.6523,0.073864123149,68,0.01377178588927252,0.05815162859301763
2025-03-06,BITCOIN,90604.08098523636,51606642859.81411,1797706868227.531,0.068749474393,66,0.03771899323034544,0.05425911441070283
2025-03-07,BITCOIN,90001.40087607042,47555759124.64708,1782785866811.654,0.047257892437,91,-0.00665179871162935,0.05474000116716975
2025-03-08,BITCOIN,86773.33597555371,63216440874.73251,1720436931689.2776,-0.02745135031,59,-0.03586682950592812,0.05738099972791945
2025-03-09,BITCOIN,86142.9833586432,18809360803.37126,1708605516770.228,-0.089029922218,58,-0.0072643584555524,0.05721924468678931
2025-03-10,BITCOIN,80751.13893300897,32013406240.51754,1602073794580.0344,0.06992700069,90,-0.06259180046256474,0.04333851051189
2025-03-11,BITCOIN,78783.94057934263,49983692766.22745,1563547150147.7332,0.046450515513,91,-0.02436124591751365,0.03283526431669275
2025-03-12,BITCOIN,82799.1080292053,56404462275.083046,1642997419531.6057,0.040765930557,68,0.05096428815741993,0.03996845628761966
2025-03-13,BITCOIN,83884.24578828987,41782186208.59073,1662502658717.542,0.028063791696,62,0.01310566967341997,0.03630755406837986
2025-03-14,BITCOIN,81098.90052436228,32583592654.882656,1608477373718.186,-0.008764551399,55,-0.03320462904270904,0.03722841025900491
2025-03-15,BITCOIN,83971.70916064628,28571483950.07465,1665725559905.8198,-0.001846726006,42,0.03542352137586624,0.03995630118538562
2025-03-16,BITCOIN,84391.69087647168,10761796127.312485,1674173293916.4658,0.010667766727,52,0.00500146680380098,0.04005758997810287
2025-03-17,BITCOIN,82610.61750343916,21638031633.118767,1638672153483.722,0.066004201829,50,-0.02110484284098013,0.03187245351070818
2025-03-18,BITCOIN,84075.36559694471,19659366246.596867,1667799227887.438,0.025166125813,49,0.01773074863463608,0.029587030523016
2025-03-19,BITCOIN,82780.03048688271,24557570268.85276,1642578274105.806,0.066805814319,51,-0.01540683291550359,0.02432752143431018
2025-03-20,BITCOIN,86815.44109470697,33871216993.304657,1721565138141.278,0.002985268063,47,0.0487486001646702,0.03043685823555466
2025-03-21,BITCOIN,84270.84358966233,27579127651.06656,1672550706502.8184,0.005424049531,37,-0.0293104253455182,0.02964069491417757
2025-03-22,BITCOIN,84009.532917822,18091004975.919056,1666749159154.2927,-0.022255943446,33,-0.00310084319450654,0.02666579149834201
2025-03-23,BITCOIN,83793.30854192551,7771134681.982918,1662574363663.653,-0.009664786243,33,-0.00257380761904724,0.02659992096375236
2025-03-24,BITCOIN,85787.70914901773,12617587530.619724,1702009594329.4497,0.094439180049,48,0.02380143046976512,0.02627648399948607
2025-03-25,BITCOIN,87327.72969669085,27270889835.1835,1732715331970.134,0.059004741612,47,0.01795152898882079,0.02629346071032149
2025-03-26,BITCOIN,87520.58391530563,30351832942.705593,1735368473904.4883,-0.016055940463,47,0.00220839611065826,0.02472982734074753
2025-03-27,BITCOIN,86960.8555491039,25522877558.70056,1724854479045.6724,-0.006901798573,39,-0.0063953911315695,0.01736343238665761
2025-03-28,BITCOIN,87227.27158032371,24620445368.489468,1729729987159.4822,0.041733432104,44,0.00306363167125667,0.01144275124843608
2025-03-29,BITCOIN,84359.46915506005,31674486232.097313,1673182800974.1038,-0.040041307939,33,-0.03287736017998477,0.01838316163132613
2025-03-30,BITCOIN,82679.17255385047,16837439419.924389,1640665503855.1438,0.024401157893,35,-0.01991829273037571,0.02000184932209665
2025-03-31,BITCOIN,82356.38111183756,13428975108.070734,1633996304187.2593,0.107613716331,49,-0.00390414456316279,0.01654899844780155
2025-04-01,BITCOIN,82514.09365397849,30326148749.91535,1635076581047.3545,0.018932872986,40,0.00191500087803464,0.01357203550743376
2025-04-02,BITCOIN,85237.5876052852,29172899851.734768,1690602036035.04,0.063747468344,44,0.03300640933811416,0.02060017995563723
2025-04-03,BITCOIN,82526.4221526433,46332905657.77597,1637358764747.381,0.038927417825,64,-0.03180715842401194,0.0232466316886896
2025-04-04,BITCOIN,83163.98757387721,36594464539.14662,1652537223074.958,0.02830107577,66,0.00772559144821105,0.023653484605340572
2025-04-05,BITCOIN,83852.00765399594,35647289400.47406,1664234880198.049,0.019661000129,44,0.0082730530388233,0.02098303272142222
2025-04-06,BITCOIN,83595.88550177493,14910400035.531416,1656020067997.187,-0.061875596922,57,-0.00305445462054843,0.01930622512777459
2025-04-07,BITCOIN,78211.48358199988,36140377231.68329,1555325260787.2627,0.049640576805,85,-0.06440989155693222,0.03177236015582347
2025-04-08,BITCOIN,79179.29226757778,82909748172.59216,1581407565278.352,0.044250511898,65,0.01237425300292649,0.03249414194563491
2025-04-09,BITCOIN,76329.090356324,47812787635.22632,1515042499757.3254,-0.027833245037,73,-0.03599680964085705,0.02919561619522637
2025-04-10,BITCOIN,82622.17029546302,87408220482.11568,1640567909122.172,0.027026289585,56,0.08244667805893258,0.0456886272616152
2025-04-11,BITCOIN,79596.35732250768,41213520154.25157,1580023209138.0547,0.023303951975,53,-0.03662228869242723,0.04764186953684542
2025-04-12,BITCOIN,83439.28818043756,39813566443.76779,1655868880454.1702,-0.00480019979,39,0.04828023526703795,0.05176096210029479
2025-04-13,BITCOIN,85305.09728392666,22428929482.06912,1693600655371.0874,0.022828188214,39,0.02236127781260877,0.05236361127184641
2025-04-14,BITCOIN,83600.82010054543,28731125717.934357,1658923208081.8682,0.063076378271,47,-0.01997860898873105,0.04483158252312019
2025-04-15,BITCOIN,84523.4524914945,33155578229.343513,1677843510120.269,0.035095502102,42,0.01103616435627596,0.0448246597791536
2025-04-16,BITCOIN,83656.49248858042,25084671427.622566,1660749023283.0562,-0.012088053113,40,-0.010257034909942,0.04132042756123676
2025-04-17,BITCOIN,84105.77942167096,26948109141.803364,1670497569762.047,0.062029641702,38,0.00537061643065972,0.02819265893249391
2025-04-18,BITCOIN,84930.90857600998,19323821375.14309,1686226810049.1836,0.004747699516,32,0.0098106118273058,0.02216661848172771
2025-04-19,BITCOIN,84433.75017215389,9550691272.782003,1676373197914.5117,0.00644821514,29,-0.00585368050562129,0.01451004857128161
2025-04-20,BITCOIN,85126.66244301842,12635983530.804457,1690090596771.3958,-0.031733144968,32,0.00820657935306368,0.011919573898694
2025-04-21,BITCOIN,85073.16544858096,12625843856.313684,1689008667806.3804,0.055940508014,54,-6.28439937643166e-4,0.00826059731840802
2025-04-22,BITCOIN,87452.04699068287,40070025414.28289,1735703747771.06,0.069392911754,56,0.02796277215686449,0.012537195723921
2025-04-23,BITCOIN,93576.1658857398,53841992235.36636,1858587811717.8289,-0.025933142602,58,0.07002830815051597,0.02590715905046275
2025-04-24,BITCOIN,93605.45230873208,39901515879.65954,1858660302322.256,-0.008531640815,48,3.1296882828080186e-4,0.02633349004101052
2025-04-25,BITCOIN,93872.81422867288,30031246761.093452,1864298110563.3408,-0.003805052843,43,0.00285626438787955,0.02672066266359796
2025-04-26,BITCOIN,94773.11200643536,39336184715.04292,1882121595175.8464,0.012175133843,32,0.00959061241702374,0.02534300351547057
2025-04-27,BITCOIN,94644.06637120109,15445392739.787264,1879131951239.1848,-0.054088549188,34,-0.00136162707441245,0.02613592428249446
2025-04-28,BITCOIN,93809.33781968225,15926259371.05796,1862772247122.064,0.114591693553,44,-0.00881966068791861,0.02714425627968435
2025-04-29,BITCOIN,95030.60645474444,31913814736.53902,1887067388174.348,-0.017350078109,43,0.01301862547425392,0.02647620246123584
2025-04-30,BITCOIN,94256.35946318062,25882629766.278942,1870818389258.404,0.0103784327,37,-0.00814734347646761,0.00824430826340901
2025-05-01,BITCOIN,94235.75331048168,26541700309.366142,1871350362569.0933,0.080748084289,45,-2.1861816875068385e-4,0.00825482368268811
2025-05-02,BITCOIN,96426.94522273028,30207566405.46883,1914884389769.3943,-0.003933933762,42,0.0232522353275959,0.01184354515786742
2025-05-03,BITCOIN,96855.5681343944,23276376191.483967,1923251765866.1472,0.006372531498,32,0.00444505330614886,0.01158857123204889
2025-05-04,BITCOIN,95922.86842404422,13797554863.642817,1904894886394.57,0.037461020057,33,-0.00962979959041676,0.01251167872436755
2025-05-05,BITCOIN,94326.62048529249,14903122945.616686,1872812442453.032,0.083433717233,39,-0.01664095293413492,0.01390869863096869
2025-05-06,BITCOIN,94758.8237105546,24086456278.20385,1882511286487.958,0.059791515904,39,0.0045819856901319,0.01301734075518787
2025-05-07,BITCOIN,96854.53198815876,23348052607.071873,1923643840814.599,0.041420763041,39,0.02211623356581138,0.01488287113352744
2025-05-08,BITCOIN,97026.493769668,64376174032.08048,1927134557858.269,0.070385520303,66,0.00177546448244947,0.01480786031720701
2025-05-09,BITCOIN,103076.27555512934,50020047720.65604,2047883753852.6929,-0.015008298634,63,0.0623518541216479,0.0261734647561809
2025-05-10,BITCOIN,102962.540456923,40800894903.23446,2045046445523.524,0.001946958376,46,-0.00110340713800349,0.02644726298051572
2025-05-11,BITCOIN,104630.8792994166,21558992540.04244,2077132539531.3464,0.024109247116,51,0.016203357406392,0.02517570807282308
2025-05-12,BITCOIN,103994.061616746,27389436049.454792,2065659960471.3655,0.031305329614,66,-0.00608632639747064,0.02337326923747777
2025-05-13,BITCOIN,102876.8304286011,43090605819.36596,2044347271866.171,0.019148738884,59,-0.01074322101450642,0.02508614352816708
2025-05-14,BITCOIN,104184.49039270742,33861432519.50822,2069356072124.024,0.047572323029,48,0.01271092780228944,0.02470761968848536
2025-05-15,BITCOIN,103594.42575090707,28398245846.798244,2057798367292.5637,0.034763100836,42,-0.00566365146651071,0.0253096104182468
2025-05-16,BITCOIN,103708.8513642364,31823340473.339912,2060142559914.034,-0.025850289681,41,0.00110455376821594,0.01004323142011596
2025-05-17,BITCOIN,103556.03493982446,25887953182.14765,2057725640290.077,0.051222568049,28,-0.00147351380717974,0.01005660867999033
2025-05-18,BITCOIN,103212.36483885496,18950056010.479057,2050318521477.805,0.049148699268,38,-0.00331868732874141,0.00746759614564894
2025-05-19,BITCOIN,106030.6376831359,30744060179.802963,2104889720872.8303,0.029493485166,53,0.02730557379129039,0.012989501214623691
2025-05-20,BITCOIN,105629.41580436694,43339734153.75087,2098485415895.0496,0.076838462493,54,-0.00378401835107289,0.01200509933027548
2025-05-21,BITCOIN,106786.71995834044,36393687094.25122,2121778617273.821,0.135388183313,75,0.01095626767563384,0.01180567042958553
2025-05-22,BITCOIN,109665.86371625264,60722883113.84,2178838967665.505,-0.092027362252,100,0.0269616274292852,0.01381315812688064
2025-05-23,BITCOIN,111560.356938144,52218408239.45193,2214712145787.249,-0.029087688285,65,0.01727514066540481,0.01377105687248901
2025-05-24,BITCOIN,107216.66856870624,49251745837.96465,2131595896624.441,0.016080973458,47,-0.0389357697362529,0.02324655793093159
2025-05-25,BITCOIN,107831.36374380375,27128230116.51716,2142540077685.2195,-0.034902102598,44,0.00573320532435306,0.02294293730896305
2025-05-26,BITCOIN,108861.81037744328,29652659665.048733,2163072841533.6133,0.085124499536,52,0.00955609386604572,0.02117306757528838
2025-05-27,BITCOIN,109377.71513263127,27950577137.918888,2173059855839.4187,0.043382297072,68,0.00473907932818029,0.0208963660302134
2025-05-28,BITCOIN,109068.45694901443,38978783508.88622,2167551887130.007,0.065612105315,74,-0.00282743320466905,0.02091116888222452
2025-05-29,BITCOIN,107838.18431100152,29794278037.284943,2143342706888.307,0.010056745116,59,-0.01127982069635435,0.01853335076649206
2025-05-30,BITCOIN,105745.41660358038,38279231892.56757,2101348752694.3137,-0.002429453822,53,-0.01940655548674363,0.01723328100072236
2025-05-31,BITCOIN,104010.91956242644,39680060337.610214,2066830946978.0637,0.003957580061,36,-0.01640257419057922,0.01154644066205386
2025-06-01,BITCOIN,104687.50742934884,20432694555.09522,2080467809295.7695,0.055337000945,32,0.00650496957212576,0.0116609896365435
2025-06-02,BITCOIN,105710.00593822816,17721500507.53389,2101178071590.9749,0.046034453679,39,0.00976714924241917,0.01170256197543497
2025-06-03,BITCOIN,105884.74263221148,26313843058.73954,2104229403094.936,0.030822005473,45,0.00165298159273064,0.01136607321953773
2025-06-04,BITCOIN,105434.47745144973,25925661121.080395,2095294001281.4795,0.034341779828,37,-0.004252408511071,0.01134239426702717
2025-06-05,BITCOIN,104812.9182188067,25812143562.79796,2083148839111.2068,-0.003691602175,44,-0.00589521803177917,0.01100519726969695
2025-06-06,BITCOIN,101650.7387545425,39711941132.0234,2020294099992.3677,0.038179445053,42,-0.03016974928283999,0.01388964363647003
2025-06-07,BITCOIN,104409.74967959142,29897390978.090103,2075175500201.4253,0.032631774269,32,0.0271420646701952,0.01749744397269205
2025-06-08,BITCOIN,105681.4546141758,17749731308.73042,2100553336902.5076,0.039023380591,33,0.01217994429147606,0.01793830870418688
2025-06-09,BITCOIN,105692.24740699006,16044679696.270103,2100654769399.4705,0.08789147617,48,1.0212570269452216e-4,0.01756299795476449
2025-06-10,BITCOIN,110261.57485948496,38222993297.50514,2191877481230.9468,-0.040296696281,44,0.04323238046873712,0.02401754952551579
2025-06-11,BITCOIN,110212.73252109604,36303839182.734825,2189350055406.3333,0.047244232616,44,-4.4296790111297835e-4,0.02378729991516212
2025-06-12,BITCOIN,108679.9760916168,30338936631.626648,2159529375273.4956,0.078098342204,42,-0.01390725367584777,0.02466489646869384
2025-06-13,BITCOIN,105979.22902375912,35865159511.38857,2107911943768.2988,-0.020584675229,46,-0.02485045695612742,0.02343598438733996
2025-06-14,BITCOIN,106045.56440819205,49471015505.74361,2107973087547.792,0.012425631788,32,6.259281657732263e-4,0.02155594182386681
2025-06-15,BITCOIN,105482.90611628916,17916412455.866283,2097486541223.27,-0.049965305931,33,-0.00530581637282878,0.02124736518154888
2025-06-16,BITCOIN,105554.49383061715,16568441852.649668,2098499110552.6216,0.079107725854,42,6.786664964373301e-4,0.02124929718928553
2025-06-17,BITCOIN,106951.2720181497,32095957011.724205,2127895470544.7175,0.033666092722,42,0.01323276856193311,0.01215837422426481
2025-06-18,BITCOIN,104683.42479835715,38603212010.889435,2080968120976.949,0.065293540143,38,-0.02120449039079863,0.01352183736893849
2025-06-19,BITCOIN,104722.695052907,30339326410.154945,2081677732261.6853,0.054125603207,34,3.751334523636185e-4,0.01342661699871892
2025-06-20,BITCOIN,104690.65002458123,18063282658.152294,2081355279873.408,0.059378680127,35,-3.0599888887106186e-4,0.01027725681661144
2025-06-21,BITCOIN,103290.105144757,30632751225.407444,2054120245608.2085,-0.041265185479,31,-0.01337793661129604,0.01108050545147232
2025-06-22,BITCOIN,101532.5683847329,21644463198.719532,2017415966695.528,-0.008374258293,51,-0.01701553849287873,0.01219136733150264
2025-06-23,BITCOIN,100852.58264648831,51287142390.02526,2005179769771.7349,0.081384187112,48,-0.00669721793767641,0.01189623244680928
2025-06-24,BITCOIN,105511.62437933136,50011797128.6837,2097741233586.592,0.060414497443,41,0.04619655352975993,0.0226445877188503
2025-06-25,BITCOIN,105976.06929808448,31704641076.941063,2107110352429.8032,0.031279625096,42,0.0044018364941798,0.02097915489809172
2025-06-26,BITCOIN,107238.53045016268,30468274982.034847,2132141147369.0017,0.031881745628,39,0.01191270029583013,0.02128673114596939
2025-06-27,BITCOIN,106984.01253775664,24320699663.15122,2127292099754.93,0.108481511936,40,-0.00237338120298413,0.02136396049569128
2025-06-28,BITCOIN,107078.91560644074,25194306261.888832,2129020567385.9597,-0.027531564469,29,8.870771102422736e-4,0.02015493047664485
2025-06-29,BITCOIN,107331.58548463575,8960877693.57604,2134239999929.6584,0.039604328698,34,0.00235966041273427,0.01776319974983598
